epoch,train_mse,val_mse
1,0.30045433313141073,0.1927079592484369
2,0.18290533252423566,0.18295538309834028
3,0.16645614870267147,0.16828728303245313
4,0.15516092990662272,0.15732929411904292
5,0.14581445555246053,0.16808773485975084
6,0.1340803886480501,0.1797847978664504
7,0.12386065051203587,0.17841299672968233
8,0.11543894957329733,0.18756444355287022
9,0.10880142299995944,0.19700393646420572
10,0.10247284290729747,0.21787708457415103
11,0.09760876645515085,0.21397943660080876
