epoch,train_mse,val_mse
1,0.052952891786902705,0.17067097687646623
2,0.015099682037300296,0.2693505642012602
3,0.01495359908693488,0.3609527634715451
4,0.01568866096019504,0.161975427312384
5,0.016425586119107157,0.18701120156312442
6,0.017474964746519103,0.21463562303834138
7,0.01815834482882645,0.16198263638675442
8,0.019351330355156706,0.1700616692121876
9,0.020146844074049198,0.17450927816972533
10,0.020963551227654392,0.16980423968860414
11,0.02220387711951456,0.2114354680827025
