epoch,train_mse,val_mse
1,0.28933985975707394,0.22597259991696783
2,0.17614173442894993,0.3433888468777123
3,0.15332965002563215,0.40400468056012967
4,0.13233088794251582,0.47533676688011534
5,0.1189407378074986,0.47234627806304114
6,0.10640553855245985,0.50998553062622
7,0.09519680450678498,0.566391273124798
8,0.08714352910957912,0.6806983390080324
9,0.07977850623657545,0.7755196927131724
10,0.07342985611935013,0.7860381586045578
11,0.06996143693731562,0.744711781757203
