epoch,train_mse,val_mse
1,0.11292105021815053,0.9485709041969095
2,0.01373544123061102,2.6225482084174856
3,0.012170120366880253,6.646382914900215
4,0.011528991565045086,1.0439757185901322
5,0.011263130629931551,2.2869426349139705
6,0.01153857057797049,2.6482767188718532
7,0.01107324436637388,1.4927517100344714
8,0.011154893119817667,2.448243456429215
9,0.011301410415364631,1.1196031815256176
10,0.011460428867119874,1.7740574809612255
11,0.011564811397483232,1.3739403190582662
